TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Complete Book of Shadows: 2840 Pages, Witchcraft Bible (Digital Download)","THE COMPLETE BOOK OF SHADOWS Uncut Version (2840 PAGES), Witchcraft Bible Of Spells Digital download, Complete 2840 Pages Pdf, Digital Grimoires, Magick, Full Book Of Wicca Of Shadows, Witch's Book

NO PHYSICAL ITEMS WILL BE SHIPPED- DIGITAL DOWNLOAD ONLY

Digital PDF format
Language: English
Pages: 2,840

A Book of Shadows is a book containing religious text and instructions for magical rituals found within the Neopagan religion of Wicca. Since its conception in the 1970s, it has made its way into many pagan practices and paths. The most famous Book of Shadows was created by the pioneering Wiccan Gerald Gardner sometime in the late 1940s or early 1950s, and which he utilized first in his Bricket Wood coven and then in other covens which he founded in following decades.

The Book of Shadows is also used by other Wiccan traditions, such as Alexandrian Wicca and Mohsianism, and with the rise of books teaching people how to begin following non-initiatory Wicca in the 1970s onward, the idea of the Book of Shadows was then further propagated amongst solitary practitioners unconnected to earlier, initiatory traditions.",4.99,USD,5,"book_of_shadows,shadow_work,witch_book,wicca_book,wiccan_book,book_of_shadow,book_on_magick,bible_of_spells,witchcraft_spells,book_of_spells,witches_bible,shadow_workbook,shadows_book","Book of shadows,shadow work,Wiccan,Pagan,witchcraft bible",https://i.etsystatic.com/36888730/r/il/bf4038/4371022621/il_fullxfull.4371022621_hge5.jpg,https://i.etsystatic.com/36888730/r/il/035c6b/4324708066/il_fullxfull.4324708066_c648.jpg,https://i.etsystatic.com/36888730/r/il/3fd244/4324715246/il_fullxfull.4324715246_5isx.jpg,https://i.etsystatic.com/36888730/r/il/ff7bfe/4372110627/il_fullxfull.4372110627_jvcb.jpg,https://i.etsystatic.com/36888730/r/il/a95931/4324717310/il_fullxfull.4324717310_l9zj.jpg,https://i.etsystatic.com/36888730/r/il/8f17ad/4324717408/il_fullxfull.4324717408_mdrv.jpg,https://i.etsystatic.com/36888730/r/il/2e20c9/4372111107/il_fullxfull.4372111107_iqed.jpg,https://i.etsystatic.com/36888730/r/il/c96b14/4324717246/il_fullxfull.4324717246_84be.jpg,https://i.etsystatic.com/36888730/r/il/13b73d/4372111169/il_fullxfull.4372111169_kac9.jpg,https://i.etsystatic.com/36888730/r/il/833af2/4372111933/il_fullxfull.4372111933_pru5.jpg,,,,,,,
"Love Spell Travel Altar Kit: Rose Quartz, Lavender, Pink Salt","These mini altar tins are cute, portable, and versatile. They can be refilled with your own preferred items after you use the ones contained here. Inspired by a desire to take my altar out on the go and perform some rituals in a secluded place. Everything in this kit is centered around love ! Contents of the kit : Glass bottle filled with Pink salt, glass bottle filled with lavender, rose quartz stone, pink string, rose incense cone, pink tea light candle, and mojo bean. Tin Dimensions - 3-1/2"" X 2-1/2"" X 4/5""",36.99,USD,2,"love_altar_kit,love_altar,love_spells,love_spell_kit,love_kit,love_spells_kit,love_kit_spells,spells_for_love,love_kits,spell_love_kit,cast_love_spells,travel_altar,travel_altars",,https://i.etsystatic.com/36888730/r/il/a20d89/4564735279/il_fullxfull.4564735279_mi9f.jpg,https://i.etsystatic.com/36888730/r/il/926330/4564703001/il_fullxfull.4564703001_iaro.jpg,https://i.etsystatic.com/36888730/r/il/5d8c0d/4564735245/il_fullxfull.4564735245_fg5c.jpg,https://i.etsystatic.com/36888730/r/il/917426/4564735351/il_fullxfull.4564735351_l5kv.jpg,https://i.etsystatic.com/36888730/r/il/3464da/4517353178/il_fullxfull.4517353178_7lvh.jpg,https://i.etsystatic.com/36888730/r/il/0fe0c4/4564735381/il_fullxfull.4564735381_5n7z.jpg,https://i.etsystatic.com/36888730/r/il/68d746/4564735271/il_fullxfull.4564735271_hyag.jpg,https://i.etsystatic.com/36888730/r/il/47f03d/4564735437/il_fullxfull.4564735437_9big.jpg,https://i.etsystatic.com/36888730/r/il/b73bfd/4517353210/il_fullxfull.4517353210_8lic.jpg,https://i.etsystatic.com/36888730/r/il/48dcf7/4564737257/il_fullxfull.4564737257_maop.jpg,,,,,,,
"Chakra Balancing Kit: Sage, Palo Santo, Selenite, Lava Bracelet","Chakra Balancing Sage Smudging Kit! The kit includes two varieties of incense: one white sage stick and two Palo Santo sticks. Also included with this kit is a Selenite stick; Selenite is known as ""the goddess stone"" and is good for shifting energy, spirituality, and purity.

A flexible chakra stone bracelet is also included as well as a velvet storage bag for all of the kit while not in use.

Features:

Sage smudging kit
4 inch sticks
Includes sage, Palo Santo, selenite, chakra stone bracelet, & storage bag
Smudging & incense tools",30.99,USD,2,"chakra_kit,palo_santo_stick,lava_bracelet,Palo_Santo_Kits,Home_Cleansing,Protection,Fragrance,Meditation,Smudging_Rituals,smudging_Ceremonies,Chakra_Balancing_Kit,Smudging_White_Sage,ckakra_balancing",,https://i.etsystatic.com/36888730/r/il/cf6b84/4113141870/il_fullxfull.4113141870_3jji.jpg,https://i.etsystatic.com/36888730/r/il/dd846b/4112919528/il_fullxfull.4112919528_e34s.jpg,https://i.etsystatic.com/36888730/r/il/dd090d/4113135510/il_fullxfull.4113135510_mwqe.jpg,https://i.etsystatic.com/36888730/r/il/12a6fa/4160806851/il_fullxfull.4160806851_9kfh.jpg,https://i.etsystatic.com/36888730/r/il/959841/4160807123/il_fullxfull.4160807123_8a4j.jpg,https://i.etsystatic.com/36888730/r/il/f3d2ab/4113141810/il_fullxfull.4113141810_nqr0.jpg,https://i.etsystatic.com/36888730/r/il/47c27c/4160807177/il_fullxfull.4160807177_9k0j.jpg,https://i.etsystatic.com/36888730/r/il/148fa4/4160807179/il_fullxfull.4160807179_9tjm.jpg,https://i.etsystatic.com/36888730/r/il/0b0fc0/4160827877/il_fullxfull.4160827877_1kmq.jpg,https://i.etsystatic.com/36888730/r/il/6a3733/4113141860/il_fullxfull.4113141860_j539.jpg,,,,,,,
"Modern Witch Tarot Deck: 78 Card Set","Modern Witch Tarot Deck – A Contemporary Take on Traditional Magic

Unleash your inner power and embrace the magic of the twenty-first century with the Modern Witch Tarot Deck.

Designed by acclaimed artist Lisa Sterle, this vibrant and empowering deck reimagines traditional tarot symbols with a fresh, modern twist.

From The Magician to The Empress, the 78 archetypal cards serve as a mirror of life’s experiences, infused with diversity, cutting-edge fashion, and the strength of contemporary witchcraft.

Whether you’re exploring the past, navigating the present, or seeking insight into the future, this deck offers empowering messages to guide you on your journey.

	•	Includes: 78 richly designed tarot cards + hardcover guidebook
	•	Features: Diverse and contemporary artwork celebrating inclusivity and modern magic
	•	Perfect for: Tarot enthusiasts, spiritual seekers, and anyone looking to harness their inner power

Bring the energy and excitement of today’s magic into your practice with this stunning tarot deck!",44.99,USD,1,"Modern_Tarot_Deck,witch_tarot_cards,tarot_deck_guidebook,beginner_tarot_cards,diverse_tarot_deck,contemporary_tarot,spiritual_guidance,witchcraft_supplies,tarot_for_beginners,modern_witchcraft,modern_witch_tarot,vibrant_tarot_cards,young_witches",,https://i.etsystatic.com/36888730/r/il/39f9c2/6570989636/il_fullxfull.6570989636_iip6.jpg,https://i.etsystatic.com/36888730/r/il/ca15e4/6619102879/il_fullxfull.6619102879_426t.jpg,https://i.etsystatic.com/36888730/r/il/86f05b/6619102881/il_fullxfull.6619102881_5sx0.jpg,https://i.etsystatic.com/36888730/r/il/b54b91/6619102919/il_fullxfull.6619102919_gx8i.jpg,https://i.etsystatic.com/36888730/r/il/8cdd9f/6619102899/il_fullxfull.6619102899_43tk.jpg,https://i.etsystatic.com/36888730/r/il/b5c4a3/6619102925/il_fullxfull.6619102925_86jh.jpg,https://i.etsystatic.com/36888730/r/il/09e700/6619102885/il_fullxfull.6619102885_ifwg.jpg,https://i.etsystatic.com/36888730/r/il/90c7be/6619102929/il_fullxfull.6619102929_6deg.jpg,https://i.etsystatic.com/36888730/r/il/e07a4d/6619102905/il_fullxfull.6619102905_2xgd.jpg,https://i.etsystatic.com/36888730/r/il/3e376b/6619102927/il_fullxfull.6619102927_cvvt.jpg,,,,,,,
"Odin's Runes: Elder Futhark Divination Ebook (PDF)","Odin’s Runes: Exploring the Mystical Power of the Elder Futhark e-book PDF

Unlock the ancient wisdom of the Elder Futhark runes with Odin’s Runes: Exploring the Mystical Power of the Elder Futhark. This insightful guide takes you on a journey through Norse mythology, rune divination, and Viking magic, offering deep interpretations and practical applications for each rune. Whether you’re a beginner in rune reading or an experienced practitioner of Norse paganism and witchcraft, this book is an essential addition to your collection.

What You’ll Discover:

✔️ The history and origins of the Elder Futhark runes
✔️ The meaning and symbolism of each Norse rune
✔️ How to use runes for divination, protection, and guidance
✔️ Step-by-step instructions for casting and reading runes
✔️ Norse mythology connections to Odin, the Norns, and Viking lore

Perfect For:

✨ Rune beginners looking to learn the art of divination
✨ Norse pagans, witches, and spiritual seekers exploring Viking magic
✨ History lovers fascinated by ancient symbols and Norse culture
✨ Anyone drawn to mystical symbols, runic writing, and Nordic wisdom

Immerse yourself in the power of ancient Viking runes and uncover their mystical secrets. Whether you’re using them for guidance, meditation, or magic rituals, this book will help you connect with the timeless wisdom of Odin and the Norse gods.

Add to cart now and start your journey into the mystical world of the Elder Futhark runes!

PDF Digital download only. NO physical item will be shipped.",5.98,USD,12,"Odins_runes,elder_futhark,Viking_runes,Norse_magic,rune_casting,pagan_witch,Nordic_runes,witchcraft,rune_divination,Norse_symbols,Viking_magic,ancient_runes,mystic_runes",,https://i.etsystatic.com/36888730/r/il/73fac2/6665948990/il_fullxfull.6665948990_rrdw.jpg,https://i.etsystatic.com/36888730/r/il/e2d537/6713990437/il_fullxfull.6713990437_dclp.jpg,https://i.etsystatic.com/36888730/r/il/875460/6713990261/il_fullxfull.6713990261_ia43.jpg,https://i.etsystatic.com/36888730/r/il/280ed7/6713990471/il_fullxfull.6713990471_q5i0.jpg,https://i.etsystatic.com/36888730/r/il/0c519e/6713990383/il_fullxfull.6713990383_tgat.jpg,https://i.etsystatic.com/36888730/r/il/2c096c/6665949270/il_fullxfull.6665949270_3nhz.jpg,https://i.etsystatic.com/36888730/r/il/24e669/6713990339/il_fullxfull.6713990339_ha2f.jpg,https://i.etsystatic.com/36888730/r/il/b7b982/6713990453/il_fullxfull.6713990453_qg7q.jpg,https://i.etsystatic.com/36888730/r/il/531dfc/6713990301/il_fullxfull.6713990301_rsx0.jpg,https://i.etsystatic.com/36888730/r/il/b20a98/6665948986/il_fullxfull.6665948986_6igc.jpg,,,,,,,
"Ancient Lessons eBook | Stillness, Presence & Release (PDF Guide)","""Ancient Lessons: Principles of Stillness, Presence, and Release,"" provides a comprehensive guide to timeless wisdom for modern living. It introduces seven core principles, starting with ""The Wisdom of Letting Go,"" which uses the analogy of a tree shedding its leaves to illustrate how clinging leads to suffering and release brings liberation.

Subsequent chapters explore the transformative power of stillness, advocating for quieting mental noise and choosing intentional non-action, and detail the practice of presence or mindfulness by treating ordinary activities as sacred. The book also redefines strength through flexibility, using bamboo and water as examples of resilience, and discusses inner transformation by examining how wounds and suffering can act as doorways to clarity.

Finally, it provides a framework for constructing a value system rooted in internal wealth over material possession and shows the convergence of these truths across various ancient wisdom traditions like Stoicism, Taoism, and Sufism.

This is a digital download only. No physical product will be shipped.",5.98,USD,6,"Meditation_Guide,Mindfulness_eBook,Wellness_PDF,Inner_Peace,Chi_Energy,Digital_Download,Stress_Relief,Self-Care_Guide,Spiritual_Healing,Meditation_eBook,PDF_Book,Relaxation_Guide,Relaxation_Technique",,https://i.etsystatic.com/36888730/r/il/af6330/7361192997/il_fullxfull.7361192997_krwy.jpg,https://i.etsystatic.com/36888730/r/il/c4376e/7313235368/il_fullxfull.7313235368_kkqn.jpg,https://i.etsystatic.com/36888730/r/il/64324c/7361193435/il_fullxfull.7361193435_jsav.jpg,https://i.etsystatic.com/36888730/r/il/7e8d78/7313235670/il_fullxfull.7313235670_gmsw.jpg,https://i.etsystatic.com/36888730/r/il/48d173/7361193669/il_fullxfull.7361193669_4zda.jpg,https://i.etsystatic.com/36888730/r/il/ec7c6e/7313235880/il_fullxfull.7313235880_thvf.jpg,https://i.etsystatic.com/36888730/r/il/fc0a96/7361193729/il_fullxfull.7361193729_e4zj.jpg,https://i.etsystatic.com/36888730/r/il/b8a07a/7313235904/il_fullxfull.7313235904_9bv6.jpg,https://i.etsystatic.com/36888730/r/il/e72764/7313235922/il_fullxfull.7313235922_gawi.jpg,https://i.etsystatic.com/36888730/r/il/f907c7/7361193781/il_fullxfull.7361193781_pfmb.jpg,,,,,,,
"Forest Fae Oracle Cards: Enchanting Fairy Inspiration Deck","Enter the forest, seek wonder and enchantment, and hear the curious messages of the forest fae. This set of 40 magickal cards invites you to delight in your imagination and sparks joy and inspiration. When you’re feeling weighed down by the mundane, these cards will help you to find a gate in the hedge or a way over the wall, to go beyond the boundary between this world and that―to escape your way into the forest and to magick.

Nadia Turner is an Australian Illustrator and Artist who creates wayward wonders out of a little studio up in the Dandenong Ranges just outside of Melbourne, Australia. She works in several mediums, including acrylic on wood and canvas, ink and watercolor, paper and textile collage. Her influences stream from many areas, from the art of the surrealists, especially that of Remedios Varo and Leonora Carrington, the Pre-Raphaelites, traditional folk art, various children's books and of course, ancient myth, symbolism and legends.

I would describe the illustrations as enchanting and the deck’s little messages as encouraging and fun to read. The images on the cards are of various Fae and Fae-like creatures often sporting horns, antlers, or wings, carrying walking sticks or wearing crowns and beads, and often accompanied by birds, bunnies, or other “pet-like” friends.

One of my favorite cards in this deck is titled Strange Journeys, and its message says, “Take control of your quest; choose your companions wisely.”

This card shows a delightful illustration of a small group of characters including a very large furry creature with a human-like face who is wearing beaded necklaces and has horns decorated with hanging beads, a feminine looking person with long hair and branches with leaves that seem to be growing out of her head while she holds a bird, an owl who sits atop the large furry creature and a blue cat wearing a bell at its neck. 

The card titled The Gatekeeper encourages us to “Let go. All things are possible on the borderlands,” while it features a furry creature with tall, pointed wolf-like ears, wearing a feathered cape and holding a walking stick adorned with a crescent moon and three hanging feathers.

The deck is composed of 40 small (4” x 2”) rectangular cards tucked into a beautiful little hinged box. The small size makes the deck easy to shuffle. The cards are good quality card-stock with a glossy finish, and card backs decorated with an image of a crescent moon surrounded by mushrooms in earthy tones of greens and browns.

40 Cards
4.25 x 1 x 2.25 Inches",34.99,USD,6,"fairy_cards,fairy_fae,fairy_oracle_cards,fairy_tarot_cards,fairy_card,fairy_tarot_deck,fairy_oracle_deck,oracle_fairy_deck,fairy_fae_cards,fairy_fae_oracle,fairy_fae_tarot,oracle_deck,forest_fai_cards",,https://i.etsystatic.com/36888730/r/il/e56c17/4257479885/il_fullxfull.4257479885_eyx6.jpg,https://i.etsystatic.com/36888730/r/il/1d3f1d/4257479949/il_fullxfull.4257479949_3dmf.jpg,https://i.etsystatic.com/36888730/r/il/38bd14/4257479947/il_fullxfull.4257479947_ccuz.jpg,https://i.etsystatic.com/36888730/r/il/d67fe2/4209823924/il_fullxfull.4209823924_29ei.jpg,https://i.etsystatic.com/36888730/r/il/141c6f/4209823932/il_fullxfull.4209823932_t2t1.jpg,https://i.etsystatic.com/36888730/r/il/02a043/4209832702/il_fullxfull.4209832702_js6b.jpg,https://i.etsystatic.com/36888730/r/il/bdab6f/4257488715/il_fullxfull.4257488715_a57f.jpg,https://i.etsystatic.com/36888730/r/il/9a4e40/4257488731/il_fullxfull.4257488731_p7sr.jpg,https://i.etsystatic.com/36888730/r/il/d28c02/4257488761/il_fullxfull.4257488761_q6n6.jpg,https://i.etsystatic.com/36888730/r/il/cfd71d/4257488765/il_fullxfull.4257488765_aaop.jpg,,,,,,,
"A Witches' Bible: The Complete Handbook by Farrar & Farrar","The Complete Witches' Handbook. Everything you need to know is here! The Sabbats; Casting & Banishing the Magic Circle; The Complete Book of Shadows; The Great Rite; Initiation Rites; Consecration Rites; Spells; Witches' Tools; Witchcraft & Sex; Running a Coven; Clairvoyance; Astral Projection. This collection includes two books in one volume, Eight Sabbats for Witches and The Witches' Way, and is the most comprehensive and revealing work on the principles, rituals and beliefs of modern witchcraft. Over 200,000 sold!

A Witches' Bible: The Complete Witches Handbook
Paperback – August 1, 1996
by Stewart Farrar (Author), Janet Farrar (Author)

Covering all the traditional and necessary parts of Witchcraft, the Witches' Bible by Farrar and Farrar contains two books in one volume: Eight Sabbats for Witches and The Witches' Way. It discusses the Sabbats, Casting and Banishing the Magic Circle, Book of Shadows, Spells, running a coven, and more.",46.99,USD,4,"A_Witches'_Bible,Witches'_Bible,Witches'_Handbook,Witches_Handbook,Witch_Handbook,Farrar__book,witch_book,retro_witch_book,classic_witch_book,witch_guide,witch_spells,witch_spell_book,witch_beginner","Witches Bible,The Complete Witches Handbook",https://i.etsystatic.com/36888730/r/il/454357/4594723041/il_fullxfull.4594723041_92eo.jpg,https://i.etsystatic.com/36888730/r/il/463364/4594714085/il_fullxfull.4594714085_dyvq.jpg,https://i.etsystatic.com/36888730/r/il/f95c5d/4547321620/il_fullxfull.4547321620_mnyj.jpg,https://i.etsystatic.com/36888730/r/il/c2249d/4547331108/il_fullxfull.4547331108_fdy9.jpg,https://i.etsystatic.com/36888730/r/il/0e294f/4547331178/il_fullxfull.4547331178_ju7z.jpg,https://i.etsystatic.com/36888730/r/il/d0d54c/4594723049/il_fullxfull.4594723049_d5f4.jpg,https://i.etsystatic.com/36888730/r/il/918ad5/4547331098/il_fullxfull.4547331098_ss74.jpg,https://i.etsystatic.com/36888730/r/il/1ec879/4547331158/il_fullxfull.4547331158_ps0z.jpg,https://i.etsystatic.com/36888730/r/il/3830aa/4547331196/il_fullxfull.4547331196_rahe.jpg,https://i.etsystatic.com/36888730/r/il/87a31b/4547331724/il_fullxfull.4547331724_pkil.jpg,,,,,,,
"Awaken Your Chi eBook: Meditation and Wellness Guide (PDF)","Discover the transformative power of Awaken Your Chi: Guide To Enhance Relaxation, a comprehensive and meticulously researched PDF book that unveils the profound realm of Chi and meditation, guiding you towards unlocking unparalleled internal relaxation and tranquility. 

The pressures of modern life often lead to overwhelming mental, emotional, and psychological stress. Awaken Your Chi is your beacon of wisdom, illuminating the path to harnessing the ancient art of Chi and meditation to gracefully navigate these challenges. Through a well-crafted exploration, you will gain insights into the art of Chi, learn to cultivate inner stillness, and find a renewed sense of composure.

Embedded within the pages of this remarkable guide are a wealth of motivational quotes intricately woven into the fabric of the subject matter. These words of wisdom act as guiding stars, directing you towards not only boosting your self-esteem and vitality but also nurturing your overall well-being.

Awaken Your Chi PDF Book is an indispensable companion for those embarking on a journey towards health, wellness, and boundless energy. Whether you are a novice seeking to uncover the mysteries of Chi and meditation or a seasoned practitioner deepening your practice, this book offers a treasure trove of knowledge and practical techniques.

For medical professionals, this book serves as a groundbreaking resource, presenting an alternative approach to address anxiety disorders, depression, and mood swings. By integrating the principles of Chi and meditation into treatment strategies, doctors can provide holistic care that goes beyond traditional medicine.

At the heart of Awaken Your Chi is a meticulously outlined step-by-step guide, illuminating the multifaceted factors that influence the dynamics of our minds. By delving into the depths of your psychological landscape, you will embark on a journey of self-discovery, uncovering the origins of latent and physical behavioral imbalances. This newfound understanding will empower you to pinpoint the root causes of these challenges and pave the way for transformative change.

Awaken Your Chi: Guide To Enhance Relaxation is not just a book; it is a transformative companion that holds the keys to cultivating profound relaxation, rejuvenating energy, and nurturing holistic well-being. Embark on a journey of self-discovery and empowerment, and unlock the limitless potential that resides within you.

This is a digital download only. No physical product will be shipped.",5.98,USD,6,"Meditation_Guide,Mindfulness_eBook,Wellness_PDF,Inner_Peace,Chi_Energy,Digital_Download,Stress_Relief,Self-Care_Guide,Spiritual_Healing,Meditation_eBook,PDF_Book,Relaxation_Guide,Relaxation_Technique",,https://i.etsystatic.com/36888730/r/il/99993f/6286462881/il_fullxfull.6286462881_7xbb.jpg,https://i.etsystatic.com/36888730/r/il/f81a7b/6238406100/il_fullxfull.6238406100_c91f.jpg,https://i.etsystatic.com/36888730/r/il/968d4e/6286462915/il_fullxfull.6286462915_iggn.jpg,https://i.etsystatic.com/36888730/r/il/fe688c/6238406038/il_fullxfull.6238406038_69mo.jpg,https://i.etsystatic.com/36888730/r/il/2f9844/6286462861/il_fullxfull.6286462861_nsrh.jpg,https://i.etsystatic.com/36888730/r/il/f2919d/6286462863/il_fullxfull.6286462863_t40n.jpg,https://i.etsystatic.com/36888730/r/il/3d3bd8/6286462937/il_fullxfull.6286462937_tr1x.jpg,,,,,,,,,,
"The Great Shift | Hidden Truths About The Matrix | Forbidden Knowledge Digital Book: Consciousness Rising & Soul Remembering | Truth Seeker","They don't want you to read this.

An anonymous message attempted to prevent this book from being written. A warning. A threat. The kind that makes you question whether it's worth the risk.

I finished it anyway.

Because some truths can't stay buried. Some things, once you remember them, can't be forgotten. Some knowing lodges itself in your cells, and silence becomes more dangerous than fire.

This isn't another self-help book wrapped in pretty promises.

This is everything the system worked hardest to erase. Drawn from memory. From channeling. 
From lived experience. Not neatly packaged. Not begging for your belief. But radiating with a recognition you'll feel in your body before your mind catches up, that eerie tug behind your ribcage when something here matches what you've always suspected.
Some truths arrive seismic. Others work quietly, subtly, reshaping everything from the inside out.

If you've ever felt like something was off about the official story. If you've sensed there's more to reality than you've been permitted to see. If you've had that nagging feeling that you're remembering something, not learning it for the first time, this book is calling to you.

But understand this: witnesses are never left unchanged.
Once you open these pages, once you see through the layers, once you activate the knowing that's already inside you, you can't go back to sleep. The door doesn't close. The remembering doesn't fade.

You become part of the unraveling.

The question isn't whether you're ready for this book.

The question is: are you ready to stop forgetting?
This is a digital download PDF. No physical product will be shipped.",22.22,USD,44,"consciousness,awakening,truth,forbidden_knowledge,spiritual,remembering,enlightenment,suppressed,soul_memory,rising_guide,transformation,matrix,wisdom",,https://i.etsystatic.com/36888730/r/il/e3759b/7281031270/il_fullxfull.7281031270_86i7.jpg,https://i.etsystatic.com/36888730/r/il/a56582/7280968214/il_fullxfull.7280968214_sreg.jpg,https://i.etsystatic.com/36888730/r/il/139b42/7281031192/il_fullxfull.7281031192_mtbt.jpg,https://i.etsystatic.com/36888730/r/il/e14e47/7328977035/il_fullxfull.7328977035_rm6o.jpg,https://i.etsystatic.com/36888730/r/il/56afa0/7328977043/il_fullxfull.7328977043_r4j0.jpg,https://i.etsystatic.com/36888730/r/il/934e8e/7281031200/il_fullxfull.7281031200_5s0l.jpg,https://i.etsystatic.com/36888730/r/il/f853b0/7328977037/il_fullxfull.7328977037_k32p.jpg,https://i.etsystatic.com/36888730/r/il/57398a/7328977033/il_fullxfull.7328977033_7hew.jpg,https://i.etsystatic.com/36888730/r/il/0fe5c2/7281031218/il_fullxfull.7281031218_d7aw.jpg,https://i.etsystatic.com/36888730/r/il/74f35a/7328977051/il_fullxfull.7328977051_5jhl.jpg,,,,,,,
"Vintage Black Magic eBook: Forbidden Knowledge, Superstitions (PDF Download)","""The Book of Forbidden Knowledge: Black Magic, Superstitions, Charms, Divination, Signs, Omens, Etc."" published by Johnson Smith & Co. is a short and easy to read 36 page vintage book from 1920 with lots of great information about lots of fun occult topics.

It contains topics such as incantations, ways to see the future, protective talismans, information about superstitions, and interesting spells. For example, did you know putting a nail into the trunk of an oak tree was said to cure toothaches?

This is an entertaining and easy to read occult book. This is the DIGITAL version, the pages of the original book have been scanned into a high resolution PDF format.


PLEASE READ BEFORE BUYING:
You are buying a digital download, 36 page PDF of a vintage book. You can see what the pages look like in the listing. You will not be receiving any physical items. These are high resolution page images, so you will be downloading 2 files.

You will be able to download your eBook right after purchase. There are 2 ways to download your eBook:

1. You can into the ""Purchases & Reviews"" section of your account and download your files.
This doesn't always work from the Etsy App, so if it's not working, please use your browser to visit Etsy.

2. You will also receive an email from Etsy with the download link.

If you have any troubles downloading onto a certain device, please try using a different device. If you still have issues, please contact me and I will make sure you get your files! :-)",5.99,USD,11,"Superstitions,Charms,Divination,Signs,Witchcraft,Occult,Black_Magic,Omens,FORBIDDEN_KNOWLEDGE,witch_bible,book_of_witchcraft,witchcraft_book,witchy_book",,https://i.etsystatic.com/36888730/r/il/89ca40/4435666253/il_fullxfull.4435666253_6fqx.jpg,https://i.etsystatic.com/36888730/r/il/06e5c1/4435658169/il_fullxfull.4435658169_ewax.jpg,https://i.etsystatic.com/36888730/r/il/a6a7f2/4435658183/il_fullxfull.4435658183_odcz.jpg,https://i.etsystatic.com/36888730/r/il/71f409/4388271598/il_fullxfull.4388271598_1ck3.jpg,https://i.etsystatic.com/36888730/r/il/e28959/4435658151/il_fullxfull.4435658151_rokx.jpg,https://i.etsystatic.com/36888730/r/il/6b224b/4388271576/il_fullxfull.4388271576_ntdn.jpg,https://i.etsystatic.com/36888730/r/il/72835d/4388271600/il_fullxfull.4388271600_bpsq.jpg,https://i.etsystatic.com/36888730/r/il/3c7e20/4435665415/il_fullxfull.4435665415_3nwj.jpg,https://i.etsystatic.com/36888730/r/il/080a6f/4388278544/il_fullxfull.4388278544_6qdv.jpg,https://i.etsystatic.com/36888730/r/il/88e2e2/4388278546/il_fullxfull.4388278546_gxkd.jpg,,,,,,,
